iter	Logloss
249	0.5458672531
250	0.5453077088
251	0.5448724603
252	0.5443945646
253	0.5437864758
254	0.5432047634
255	0.5427070062
256	0.5419217849
257	0.5414602428
258	0.5409343071
259	0.5400407699
260	0.5392981033
261	0.538857413
262	0.5384161986
263	0.5378151191
264	0.5373327785
265	0.536892253
266	0.5360591857
267	0.5353301469
268	0.5348417162
269	0.534396036
270	0.5338684385
271	0.5331804483
272	0.5327079066
273	0.5320572808
274	0.5314979598
275	0.5311376951
276	0.5307504513
277	0.5302522775
278	0.5295896976
279	0.5292678917
280	0.5287216758
281	0.5281700229
282	0.5278461259
283	0.527149834
284	0.526378624
285	0.5254803578
286	0.5248493586
287	0.5241573405
288	0.5238597525
289	0.5229134017
290	0.5219083596
291	0.5213573104
292	0.5207304387
293	0.5204879955
294	0.5200825684
295	0.5196314129
296	0.5189500934
297	0.518291139
298	0.5174767514
299	0.5170052353
300	0.5163618883
301	0.5157265
302	0.5153252703
303	0.5146205209
304	0.5140659633
305	0.513656932
306	0.5129799691
307	0.512104805
308	0.5116096716
309	0.5112254401
310	0.5105461229
311	0.5099203657
312	0.5091285423
313	0.5087528143
314	0.5081902197
315	0.5073591208
316	0.5066682133
317	0.5061028151
318	0.5052955413
319	0.5045818436
320	0.5036872113
321	0.5030366633
322	0.5026702017
323	0.5018169692
324	0.5011865114
325	0.5002255726
326	0.4999159025
327	0.4996049934
328	0.499280465
329	0.4987457689
330	0.4979983845
331	0.4975342258
332	0.4968797928
333	0.4963200303
334	0.4960666335
335	0.4951184899
336	0.4946216506
337	0.4942379067
338	0.4937443679
339	0.4934126043
340	0.4927652523
341	0.4920647478
342	0.4917486037
343	0.4910353298
344	0.4902674522
345	0.4898212942
346	0.4891499201
347	0.4885428376
348	0.487969631
349	0.4871462407
350	0.4863770534
351	0.4859639794
352	0.4854711907
353	0.484961852
354	0.4844374462
355	0.4838513662
356	0.4833685419
357	0.4829796914
358	0.4823984514
359	0.4820931903
360	0.4814882254
361	0.4807294149
362	0.4803800006
363	0.4798542225
364	0.4792834493
365	0.4786105382
366	0.4779531553
367	0.4775945217
368	0.4768526846
369	0.4762186852
370	0.475714964
371	0.4749829677
372	0.4745995789
373	0.4742183585
374	0.4736535099
375	0.4730958465
376	0.4723456881
377	0.4719035865
378	0.4714415579
379	0.4711943791
380	0.4707203247
381	0.4703172554
382	0.4699055824
383	0.4693975116
384	0.4689020647
385	0.46825967
386	0.4677853087
387	0.4676474601
388	0.4671801907
389	0.4667945455
390	0.4664416845
391	0.4659286992
392	0.4655218123
393	0.4650306462
394	0.4645381868
395	0.463977775
396	0.463335671
397	0.4628721088
398	0.4622326892
399	0.4616630224
400	0.4612439849
401	0.4607990114
402	0.4602731065
403	0.4598456617
404	0.4592108455
405	0.4587489639
406	0.45821561
407	0.4576963387
408	0.4572509112
409	0.4567864298
410	0.4562531737
411	0.4559282554
412	0.455327928
413	0.454970761
414	0.4543350045
415	0.4537489612
416	0.4531483266
417	0.4527464996
418	0.4524211775
419	0.4518967504
420	0.4512987215
421	0.450959052
422	0.4506869863
423	0.4500073147
424	0.449659917
425	0.4493515757
426	0.4490517054
427	0.4483488487
428	0.4479049646
429	0.4475887165
430	0.4469945544
431	0.4466336863
432	0.4463516258
433	0.4458086075
434	0.4453049222
435	0.4447164896
436	0.4440716985
437	0.4436143458
438	0.4428743884
439	0.4422339882
440	0.4419875969
441	0.4414830944
442	0.4409673307
443	0.4402632176
444	0.4400702996
445	0.4397056151
446	0.4390488356
447	0.438578093
448	0.4381534621
449	0.4378657069
450	0.4374139647
451	0.4367564596
452	0.4363154252
453	0.4359072124
454	0.435197075
455	0.434781592
456	0.4344148629
457	0.4338710467
458	0.4332135334
459	0.4330525379
460	0.4324794546
461	0.4320738125
462	0.4319125845
463	0.4316032476
464	0.4312790196
465	0.4307706334
466	0.4304112129
467	0.4299137747
468	0.4292796145
469	0.4288141033
470	0.428338496
471	0.427964306
472	0.4274487405
473	0.4271504016
474	0.4268307731
475	0.4262272011
476	0.4256136114
477	0.4253203487
478	0.4250435816
479	0.4246764346
480	0.4242761904
481	0.4238145083
482	0.4233531359
483	0.4228129465
484	0.4222557881
485	0.4216083997
486	0.4211758028
487	0.4208919955
488	0.4204880135
489	0.4200989257
490	0.4194723666
491	0.4190548918
492	0.4185057381
493	0.4181320112
494	0.4175473701
495	0.417124412
496	0.4165914702
497	0.4161548993
498	0.4158452128
499	0.4154320365
500	0.4149239921
501	0.4147023543
502	0.4143514652
503	0.4137351102
504	0.4134051047
505	0.4130599917
506	0.4125776989
507	0.4121541499
508	0.4117819438
509	0.4110664823
510	0.4108585213
511	0.410355009
512	0.4099826227
513	0.4096370835
514	0.409179677
515	0.4088275955
516	0.4082263429
517	0.407516032
518	0.4071466741
519	0.406879994
520	0.4063982043
521	0.4057335632
522	0.405404135
523	0.4052072483
524	0.4047716255
525	0.4042691108
526	0.4037377912
527	0.403312318
528	0.4027776403
529	0.402548441
530	0.4022013141
531	0.4020290303
532	0.4015713533
533	0.4009212673
534	0.400553508
535	0.4002654598
536	0.3998345549
537	0.3994891144
538	0.3991798307
539	0.3988451423
540	0.3983942372
541	0.3980606293
542	0.3972816567
543	0.3969244384
544	0.3966956009
545	0.3961707431
546	0.3955034893
547	0.3953313595
548	0.3947820942
549	0.3945309954
550	0.3944773916
551	0.3941877311
552	0.3937762368
553	0.3935023414
554	0.3931499421
555	0.3926401079
556	0.392134826
557	0.3916319053
558	0.391137882
559	0.3908788453
560	0.3904858543
561	0.3900532587
562	0.3898119164
563	0.3894387514
564	0.3890261852
565	0.3886092283
566	0.3881640458
567	0.3876652226
568	0.3874499326
569	0.3870449058
570	0.3869181446
571	0.3865671349
572	0.3860326143
573	0.3855256208
574	0.3852469285
575	0.3847774996
576	0.3844333848
577	0.3841526915
578	0.3837298034
579	0.3831435046
580	0.3826208247
581	0.3822802538
582	0.3816765446
583	0.3813167695
584	0.38090834
585	0.3803875796
586	0.3801583112
587	0.3800101295
588	0.379930509
589	0.3796321567
590	0.3792635087
591	0.3788655004
592	0.3786144077
593	0.3782872685
594	0.3777136421
595	0.3772429854
596	0.3769880151
597	0.3767403914
598	0.3763038161
599	0.3759332184
600	0.3755723502
601	0.3752663815
602	0.3746745032
603	0.3743438761
604	0.3738917482
605	0.3737219812
606	0.3732386805
607	0.3727120614
608	0.3723824244
609	0.3718829579
610	0.3713614601
611	0.3710419708
612	0.3708163631
613	0.3704153303
614	0.3698126882
615	0.3696283558
616	0.369301283
617	0.3688221661
618	0.3685619347
619	0.3681372875
620	0.3678995324
621	0.3675761696
622	0.3671070534
623	0.3668735209
624	0.3666231254
625	0.3661416512
626	0.3657374806
627	0.3653868102
628	0.3650955656
629	0.3646606347
630	0.3642404323
631	0.3638238859
632	0.3634457231
633	0.3630179586
634	0.3625094746
635	0.3622116233
636	0.3618967069
637	0.3614730887
638	0.3612465652
639	0.3609175896
640	0.3606459282
641	0.3603623398
642	0.3600822289
643	0.3599747171
644	0.3597013118
645	0.3593698079
646	0.359075448
647	0.3586749737
648	0.3583729285
649	0.3579540946
650	0.3576664879
651	0.3572284799
652	0.3569569737
653	0.3567008274
654	0.3563784879
655	0.3560769325
656	0.3557569121
657	0.3552319763
658	0.3548407236
659	0.3544867409
660	0.3543107273
661	0.3540638143
662	0.3537764614
663	0.3533666292
664	0.3529596706
665	0.3528338387
666	0.352509354
667	0.3520723483
668	0.3516124569
669	0.3512499389
670	0.3510308259
671	0.3508135401
672	0.3503407801
673	0.3498207542
674	0.3494823913
675	0.3490693069
676	0.3487694069
677	0.3485130353
678	0.3481958366
679	0.3478655583
680	0.3475343546
681	0.3471743033
682	0.3467686039
683	0.3463094179
684	0.3460707281
685	0.3456846036
686	0.3451529848
687	0.3446255632
688	0.3443086931
689	0.3441289506
690	0.343876195
691	0.3437204069
692	0.3433728825
693	0.3428527506
694	0.3423067368
695	0.3417563215
696	0.3413606217
697	0.3410321458
698	0.3406826348
699	0.3403762915
700	0.340158612
701	0.3398627611
702	0.3394076767
703	0.3390603714
704	0.3388914787
705	0.3386124069
706	0.3384583681
707	0.3382362717
708	0.3380667035
709	0.337713319
710	0.3375200873
711	0.3373332266
712	0.3372797265
713	0.3368925545
714	0.3366073251
715	0.336034286
716	0.3357863448
717	0.335491197
718	0.3352190198
719	0.334787691
720	0.3343111079
721	0.3339580753
722	0.3335928321
723	0.3332971983
724	0.3329321006
725	0.3326100518
726	0.3321692867
727	0.3319443563
728	0.3316021427
729	0.3312336765
730	0.330960312
731	0.3307590502
732	0.3305752547
733	0.3302981759
734	0.3300191418
735	0.3299277307
736	0.329436308
737	0.3290301479
738	0.3287572142
739	0.3285776486
740	0.3282188675
741	0.3278689122
742	0.3276796197
743	0.3272378077
744	0.3268516771
745	0.3264097533
746	0.3262217228
747	0.3259901144
748	0.325850926
749	0.3255079143
750	0.3251562636
751	0.3249306704
752	0.3244332922
753	0.3242236463
754	0.323998217
755	0.3236447964
756	0.3233918463
757	0.3230154743
758	0.3227027508
759	0.3225467552
760	0.3222902761
761	0.3219532919
762	0.3217611355
763	0.3211613042
764	0.3208139209
765	0.3206377208
766	0.3202301804
767	0.3200013714
768	0.3198516439
769	0.3196248217
770	0.3190756512
771	0.3188930981
772	0.3186541984
773	0.3183647741
774	0.3181190473
775	0.3177123609
776	0.3174332621
777	0.3170699117
778	0.3167327406
779	0.3165510981
780	0.3160027874
781	0.3156913464
782	0.3154878485
783	0.3151458749
784	0.3148184257
785	0.3146962218
786	0.3145306817
787	0.3144025537
788	0.3142355484
789	0.3139613081
790	0.3136703442
791	0.3134583948
792	0.3130697313
793	0.3128097893
794	0.3127167282
795	0.3123377246
796	0.3121286412
797	0.311826853
798	0.311571413
799	0.311225455
800	0.3108472404
801	0.3104868103
802	0.3103445967
803	0.3100003371
804	0.3097156372
805	0.309283375
806	0.3090716632
807	0.3087502928
808	0.3084237962
809	0.3080909091
810	0.3075788471
811	0.3074971114
812	0.3072171149
813	0.3069064145
814	0.3065913235
815	0.3064308545
816	0.3060591237
817	0.3056218656
818	0.3053138302
819	0.3050844684
820	0.3048096093
821	0.3045123666
822	0.3043190858
823	0.303880475
824	0.303572713
825	0.3033827989
826	0.3030156659
827	0.3026464096
828	0.30251583
829	0.3021134138
830	0.3017599398
831	0.3015161348
832	0.3012192158
833	0.3009333224
834	0.3006577882
835	0.3005519927
836	0.3003349661
837	0.3001445952
838	0.2999254446
839	0.2996984504
840	0.299451913
841	0.2990525509
842	0.2988368445
843	0.298501691
844	0.2981001265
845	0.2977608844
846	0.2976446474
847	0.2974202793
848	0.2971146126
849	0.2968984537
850	0.2966276175
851	0.2964013176
852	0.2961813411
853	0.2958434737
854	0.2955345893
855	0.2953963676
856	0.2951099097
857	0.2947655175
858	0.2943548349
859	0.294168439
860	0.2938452387
861	0.2935018236
862	0.2931177838
863	0.2928193953
864	0.2926623408
865	0.2923130791
866	0.2920694553
867	0.2917213552
868	0.2914591655
869	0.2911783979
870	0.2909960964
871	0.2908397064
872	0.2905634398
873	0.2901702776
874	0.2899314414
875	0.2895681374
876	0.2894250736
877	0.2892020102
878	0.2888748372
879	0.2885778976
880	0.2883117391
881	0.2879811953
882	0.2877022077
883	0.2875140293
884	0.287202195
885	0.2870787295
886	0.2870173589
887	0.2865976474
888	0.286229654
889	0.2859310258
890	0.2855943143
891	0.2852977241
892	0.2850621366
893	0.2848215393
894	0.28453458
895	0.2843538698
896	0.284016106
897	0.2836534922
898	0.283365824
899	0.2830403946
900	0.2826968221
901	0.2825306687
902	0.2821866584
903	0.2818531132
904	0.2814652069
905	0.2811336443
906	0.2808260209
907	0.2805185026
908	0.2801539853
909	0.2799055573
910	0.2798294311
911	0.2796668219
912	0.279243538
913	0.2790445267
914	0.2787632234
915	0.2784385148
916	0.2781500207
917	0.2779036624
918	0.2776410141
919	0.2773115609
920	0.2770908096
921	0.2767782337
922	0.2767157877
923	0.2762093062
924	0.275921584
925	0.2755673197
926	0.2752099644
927	0.2748228459
928	0.2747424927
929	0.2745514114
930	0.2743231236
931	0.2738695025
932	0.2735624699
933	0.2733597836
934	0.2729638669
935	0.2728169896
936	0.2726510224
937	0.2724309974
938	0.2722503104
939	0.272032844
940	0.2717493366
941	0.2715420625
942	0.2712577632
943	0.2711019596
944	0.2708720206
945	0.2705682559
946	0.2703233112
947	0.270189674
948	0.2698729626
949	0.2695670914
950	0.2691744584
951	0.2691074943
952	0.2688228511
953	0.2685905018
954	0.2682366908
955	0.2680541505
956	0.2677450471
957	0.2673551528
958	0.267123582
959	0.2668976757
960	0.266650416
961	0.2665045067
962	0.2662126594
963	0.2660005703
964	0.2657823907
965	0.2655937943
966	0.2654280266
967	0.2652189243
968	0.2649308955
969	0.2645737601
970	0.264243743
971	0.2640247919
972	0.2637347707
973	0.2634826386
974	0.2631683537
975	0.2631170687
976	0.2628670203
977	0.2626002541
978	0.2625011217
979	0.2622916493
980	0.2621023442
981	0.2618922135
982	0.2615285438
983	0.2612368952
984	0.2609654512
985	0.2607033739
986	0.2603176557
987	0.2601839945
988	0.2601139904
989	0.2599248838
990	0.2597791212
991	0.2594328298
992	0.2592021804
993	0.2589641633
994	0.2588198071
995	0.2584423703
996	0.2581492909
997	0.258017039
998	0.2577861442
999	0.257515557
